Date,A2.MI,AAF.L,AAK.ST,AAL.L,AALB.AS,ABBN.S,ABDN.L,ABF.L,ABI.BR,ABNd.AS,ABVX.PA,ACCP.PA,ACKB.BR,ACLN.S,ACPP.WA,ACS.MC,AD.AS,ADDTb.ST,ADEN.S,ADML.L,ADP.PA,ADSGn.DE,ADYEN.AS,AEGN.AS,AENA.MC,AG1G.DE,AGES.BR,AHT.L,AIBG.I,AIR.PA,AIRP.PA,AKE.PA,AKRBP.OL,AKZO.AS,ALCC.S,ALEP.WA,ALFA.ST,ALKb.CO,ALLFG.AS,ALLN.S,ALSO.PA,ALSYDB.CO,ALVG.DE,AM.PA,AMA.MC,AMBUb.CO,AMPF.MI,AMRZ.S,AMUN.PA,AMV0n.DE,ANA.MC,ANDR.VI,ANTO.L,AOO.BR,ARDS.AS,ARGX.BR,ASMI.AS,ASML.AS,ASRNL.AS,ASSAb.ST,ATCOa.ST,AUTOA.L,AV.L,AVANZ.ST,AVOL.S,AXAF.PA,AXFO.ST,AYV.PA,AZE.BR,AZMT.MI,AZN.L,BAB.L,BAER.S,BAES.L,BAKKA.OL,BALDb.ST,BALF.L,BAMI.MI,BARC.L,BARN.S,BASFn.DE,BATS.L,BAVA.CO,BAWG.VI,BAYGn.DE,BBOXT.L,BBVA.MC,BC8G.DE,BCP.LS,BCU.MI,BCVN.S,BEAN.S,BEIG.DE,BEIJb.ST,BESI.AS,BEZG.L,BGEO.L,BGN.MI,BIOX.PA,BIRG.I,BKGH.L,BKT.MC,BKWB.S,BLND.L,BMEB.L,BMED.MI,BMPS.MI,BMWG.DE,BNPP.PA,BNRGn.DE,BNZL.L,BOL.ST,BOLL.PA,BOUY.PA,BP.L,BPTB.L,BRBY.L,BT.L,BTRW.L,BUCN.S,BVI.PA,BWY.L,BYG.L,BZU.MI,CABK.MC,CAGR.PA,CAMX.ST,CAPP.PA,CARLb.CO,CARR.PA,CAST.ST,CBKG.DE,CCH.L,CCL.L,CDR.WA,CFR.S,CLNX.MC,CMBN.S,CNA.L,COFB.BR,COLOb.CO,CONG.DE,CPG.L,CPRI.MI,CRDA.L,CRDI.MI,CTEC.L,CVC.AS,CVO.PA,CWK.L,DANO.PA,DANSKE.CO,DAST.PA,DB1Gn.DE,DBKGn.DE,DCC.L,DEMANT.CO,DGE.L,DHER.DE,DHLn.DE,DIOR.PA,DKSH.S,DLG.MI,DLN.L,DNB.OL,DNP.WA,DPLM.L,DRX.L,DSFIR.AS,DSV.CO,DTEGn.DE,DTGGe.DE,EDEN.PA,EDP.LS,EDPR.LS,ELE.MC,ELI.BR,ELIS.PA,ELISA.HE,EMG.L,EMII.MI,EMSN.S,ENAG.MC,ENEI.MI,ENGIE.PA,ENI.MI,ENR1n.DE,ENT.L,ENX.PA,EONGn.DE,EPIRa.ST,EQNR.OL,EQTAB.ST,ERICb.ST,ERST.VI,ESLX.PA,ESSITYb.ST,EUFI.PA,EURA.PA,EVDG.DE,EVKn.DE,EVOG.ST,EXHO.PA,EXOR.AS,EXPN.L,EZJ.L,FBK.MI,FDJU.PA,FER.MC,FHZN.S,FLS.CO,FMEG.DE,FNTGn.DE,FORTUM.HE,FOUG.PA,FPE3_p.DE,FRAG.DE,FREG.DE,FRES.L,FRO.OL,FTKn.DE,G1AG.DE,G24n.DE,GALD.S,GALE.S,GALP.LS,GASI.MI,GAW.L,GBFG.DE,GBLB.BR,GEBN.S,GETIb.ST,GETP.PA,GF.S,GFCP.PA,GFTU_u.L,GIVN.S,GJFG.OL,GL9.I,GLEN.L,GMAB.CO,GRG.L,GRLS.MC,GSK.L,GTT.PA,HAGG.DE,HBANC.S,HEIG.DE,HEIN.AS,HEIO.AS,HEXAb.ST,HIAB.HE,HIK.L,HLMA.L,HLN.L,HMb.ST,HNKG_p.DE,HNRGn.DE,HOLMb.ST,HOLN.S,HOTG.DE,HPOLb.ST,HRA.MI,HRMS.PA,HSBA.L,HSX.L,HUBN.S,HUH1V.HE,HWDN.L,IBE.MC,ICAG.L,ICGIN.L,IDR.MC,IETB.BR,IFXGn.DE,IG.MI,IGG.L,IHG.L,III.L,IMB.L,IMCD.AS,IMI.L,INCH.L,INDT.ST,INDUc.ST,INF.L,INGA.AS,INPST.AS,INVEb.ST,INVP.L,INWT.MI,IPN.PA,ISP.MI,ISS.CO,ITPG.MI,ITRK.L,ITV.L,ITX.MC,IVG.MI,JD.L,JDEP.AS,JMAT.L,JMT.LS,JYSK.CO,KBC.BR,KBCA.BR,KBX.DE,KCRA.HE,KEMIRA.HE,KESKOB.HE,KGF.L,KGH.WA,KGX.DE,KINVb.ST,KNEBV.HE,KNIN.S,KOG.OL,KPN.AS,KSP.I,KYGa.I,LAGRb.ST,LAND.L,LATOb.ST,LDOF.MI,LEGD.PA,LEGn.DE,LGEN.L,LHAG.DE,LIFCOb.ST,LIGHT.AS,LISP.S,LLOY.L,LMPL.L,LOGN.S,LOIM.PA,LONN.S,LOOMIS.ST,LOTB.BR,LPPP.WA,LSEG.L,LTEN.PA,LTMC.MI,LUNDb.ST,LVMH.PA,MAERSKb.CO,MANTA.HE,MAP.MC,MBGn.DE,MBK.WA,METSO.HE,MICCT.AS,MICP.PA,MKS.L,MNDI.L,MNG.L,MOBN.S,MONC.MI,MOWI.OL,MRCG.DE,MRL.MC,MRON.L,MT.AS,MTO.L,MTXGn.DE,MUVGn.DE,MWDP.PA,MYCR.ST,NAFG.DE,NDAFI.HE,NDXG.DE,NEKG.DE,NESN.S,NESTE.HE,NEXII.MI,NEXS.PA,NG.L,NHY.OL,NIBEb.ST,NKT.CO,NN.AS,NOD.OL,NOKIA.HE,NOVN.S,NOVOb.CO,NSISb.CO,NTGY.MC,NWG.L,NXT.L,OMVV.VI,ORAN.PA,OREP.PA,ORK.OL,ORNBV.HE,ORSTED.CO,P911_p.DE,PEO.WA,PERP.PA,PGHN.S,PHG.AS,PHNX.L,PHP.L,PKN.WA,PKO.WA,PLUSP.L,PNDORA.CO,PNN.L,PRTP.PA,PRU.L,PRX.AS,PRY.MI,PSHG_p.DE,PSN.L,PSON.L,PSPN.S,PST.MI,PUBP.PA,PUIGb.MC,PUMG.DE,PZU.WA,QIA.DE,QLT.L,QQ.L,R3NK.DE,RAAG.DE,RACE.MI,RAND.AS,RBIV.VI,RBREW.CO,RECI.MI,REDE.MC,REL.L,RENA.PA,REP.MC,REY.MI,RHMG.DE,RILBA.CO,RIO.L,RKT.L,RMV.L,ROCKb.CO,ROG.S,ROR.L,RR.L,RS1R.L,RTO.L,RUBF.PA,RWEG.DE,RXL.PA,RYA.I,SAABb.ST,SABE.MC,SAF.PA,SAGAb.ST,SALM.OL,SAMPO.HE,SAN.MC,SAND.ST,SAPG.DE,SASY.PA,SATG_p.DE,SAVE.ST,SB1NO.OL,SBMO.AS,SBRY.L,SCAb.ST,SCHN.PA,SCHP.S,SCMN.S,SCOR.PA,SCTS.L,SDFGn.DE,SDR.L,SDZ.S,SEBa.ST,SECTb.ST,SECUb.ST,SFSN.S,SFZN.S,SGE.L,SGEF.PA,SGOB.PA,SGRO.L,SGSN.S,SHBa.ST,SHCS.L,SHEL.AS,SHLG.DE,SIEGn.DE,SIGNC.S,SIKA.S,SJP.L,SKAb.ST,SKFb.ST,SLHN.S,SMIN.L,SN.L,SOBIV.ST,SOF.BR,SOGN.PA,SOON.S,SOPR.PA,SPIE.PA,SPL1.WA,SPMI.MI,SPSN.S,SPX.L,SQN.S,SRENH.S,SRG.MI,SRP.L,SSABb.ST,SSE.L,STAN.L,STB.OL,STDM.PA,STERV.HE,STLAM.MI,STMMI.MI,STMN.S,SUBC.OL,SUN.S,SUNN.S,SVT.L,SWECb.ST,SWEDa.ST,SY1G.DE,SYENS.BR,TBCG.L,TCAPI.L,TCFP.PA,TE.PA,TECN.S,TEF.MC,TEGG.DE,TEL.OL,TEL2b.ST,TELIA.ST,TEMN.S,TENR.MI,TEPRF.PA,THULE.ST,TKAG.DE,TLIT.MI,TLXGn.DE,TOM.OL,TRELb.ST,TRN.MI,TRYG.CO,TSCO.L,TTEF.PA,TUB.BR,TUI1n.DE,TW.L,UBSG.S,UCB.BR,UHR.S,ULVR.L,UMG.AS,UMI.BR,UNI.MC,UNPI.MI,UPM.HE,URW.PA,UTG.L,UU.L,VACN.S,VALMT.HE,VAR.OL,VEND.OL,VERB.VI,VID.MC,VIE.PA,VIS.MC,VLLP.PA,VLOF.PA,VNAn.DE,VOD.L,VOES.VI,VOLVb.ST,VOPA.AS,VOWG_p.DE,VSURE.ST,VTYV.L,VWS.CO,VZN.S,WALLb.ST,WBSV.VI,WDPP.BR,WEIR.L,WIHL.ST,WISEa.L,WLSNc.AS,WPP.L,WRT1V.HE,WTB.L,YAR.OL,ZALG.DE,ZEG.L,ZELA.CO,ZURN.S
2024-01-05,1.8885,126.0,223.0,1835.157628437,36.68,35.98,170.9,2317.101972,58.86,13.675,9.68,34.27,158.4,26.64,73.2,36.628249859,27.0,210.6,40.55,2608.681343948,115.8,173.48,1129.8,5.26,16.12,5.786,39.44,5098.0,4.212,137.828688986,155.16365188,100.45,300.7,70.8,64.06,29.93,382.9,104.3,6.22,148.8,10.577102015,298.8,243.9,184.8,63.64,99.32,30.56,,61.1,,126.75,53.5,1616.5,62.1,47.46,353.0,441.1,644.2,43.11,278.1,161.65,691.8,433.3,225.2,32.01,29.875,277.0,6.335,21.4,23.89,10758.0,442.4,47.86,1153.0,552.0,67.84,334.6,5.154,155.6,1355.0,46.8,2360.0,177.5,48.46,35.22,164.3,8.514,43.31,0.2918,82.85,109.5,451.6,134.0,127.9,129.05,544.0,3845.0,33.85,97.94,8.882,4799.164930789,6.12,151.3,395.4,500.106061216,8.658,3.334,100.66,63.0,81.66,3163.0,305.05,5.72,35.01,473.85,263.0,1378.0,121.35,546.4,348.8,23.23,2608.0,1142.0,28.12,4.011,13.25,531.0,184.5,855.0,16.43991627,134.95,11.735,2304.0,1228.0,111.1,112.1,34.68,64.7,151.7,69.95,764.4,56.58988352,2135.0,9.948,4640.0,25.79,244.8,,46.94112108,3830.0,60.51,190.45,42.035,186.35,12.568,5704.0,293.3,2765.0,24.18,44.39,664.5,58.6,29.72,2290.0,215.5,45.15,3346.0,489.7,87.69,1229.0,22.435,33.25,54.68,4.54,17.68,19.15,105.6276295,18.57,42.88,222.9,3.278,660.5,15.73,6.691,15.716161584,15.54,11.525,977.0,77.1,12.48,190.25,333.75,259.3,62.65,37.78,181.24,255.8,57.46,71.0,60.9,18.325,1156.8,71.908639278,89.56,3092.0,499.2,13.495,32.9,32.318552393,176.4,280.2,37.36,25.23502608,13.551537965,97.16,38.52,53.64,28.99,528.16144,221.45,10.805,35.71,64.16,,74.0,14.405,19.74,9430.0,34.5,70.76,519.4,221.3,16.14,59.15,108.9,886.6,3334.0,182.6,14.86,463.0,2165.0,2523.16672,14.57,1541.2,126.9,25.4,117.4,81.18,89.68,75.2,116.3,28.503575542,1859.0,2121.0,330.85,165.5,72.96,222.7,427.7,32.8240998,100.2,114.7,2.968,1819.8,619.514467,1064.0,66.2,36.91,765.6,11.199367209,152.2,1591.0,14.01,107.7602049,35.135,4.812539,751.5,95.401147829,2293.0,1854.5,150.6,1556.0,711.0,254.1,325.8,768.0,13.278,12.12,228.6,524.2,11.11430855,108.5,2.7875,126.8,45.75,4212.0,63.12,37.62,8.274,120.1,24.48,1632.0,22.26,496.4,60.86,42.44,58.12,38.74,16.47,18.255,229.3,115.85,36.9,83.0204705,45.77,298.5,96.64,3.131,74.74,77.14,129.0,695.0,249.7,16.205,91.3,74.4,243.8,7.791,241.3,28.78,10140.0,47.26,183.8,78.6,24.77,343.4,268.0,8190.0,15090.0,8980.0,128.2,9.64,535.8,688.9,13447.38785,4.0945,2.002,62.55,525.6,9.156,,31.76,284.2,1498.6209931,225.0,257.0,52.12,188.7,142.4,9.72,557.4,25.405,96.6,196.3,384.6,81.25,135.0,70.82,11.732,9.762,73.72,98.63,32.4,7.096,73.55,988.04755,66.78,68.66,441.8,37.06,112.15,3.182,90.41,725.8,365.6,27.06,220.8,8247.678792,40.4,10.706,434.25,80.38,41.1,208.425375,76.7,147.5,147.0,1159.0,20.77517857,518.6,101.9,64.31,49.74,1537.374915343,946.8,585.1702995,378.4,820.8,27.295,40.74,45.97,1397.0,975.2,116.0,10.26,84.62,,46.97,47.33,40.203691414,100.6,305.6,,647.5,305.6,54.9,18.57,447.5,47.82,14.88,3100.0,36.37,13.76,113.1,305.1,983.5,5700.0,5520.183641458,550.8,192.8,251.3,310.8,296.6,796.4,412.0,22.3244868,40.74,24.16,18.35,158.85,1.2215,159.54,264.2,591.0,7.939,3.9125,212.1,137.08,93.48,316.1,164.1,127.6,12.69,299.026407,152.6,172.0271262,208.1,515.6,26.66,1281.53586822,14.035,425.0,28.65,141.8,165.41452478,96.5,102.6,83.95,1138.0,113.88,63.77,867.6,74.3,110.45,135.5,30.3,51.58,160.5,18.8,255.6,643.2,176.5,196.65,581.4,1701.0,1042.0,270.2,218.520975,24.455,268.5,189.8,27.88,484.8,1.567,89.05,9800.0,200.4,96.02,4.723,161.1,75.38,1858.0,651.6,91.28,238.8,12.675,20.51,41.01,128.55,154.4,84.25,,2573.0,128.9,205.5,97.2,95.18,2790.0,190.0,136.7,21.64,319.0,3.694,12.52,121.35,89.12,27.13,75.5,15.555,130.05,245.5,4.640549098,0.2933,64.65,115.55,335.6,7.678,147.35,300.9,62.5,74.1,6.834,144.4,25.51,81.8,218.8,4101.66021825,25.21,24.04,0.9235,5.366,34.77,65.78,1031.0,1057.5,386.2,24.8,32.77,235.653872689,85.25,77.793164242,28.85,48.820050977,14.565,12.98,27.1,70.4,27.5,247.65,30.35,113.26,,904.0,204.5,96.0,53.0,29.14,27.26,1851.5,91.65,834.6,127.9,770.2,13.03,3559.0,351.6,19.06,164.906284,369.0,437.6
2024-01-12,1.8905,131.6,229.8,1811.02630619,37.52,36.62,168.65,2237.09973,59.49,13.395,10.0,35.04,157.2,26.7,73.4,37.08033657,26.485,215.6,39.09,2505.809237378,117.8,177.54,1198.2,5.296,16.885,4.82,39.55,4909.0,3.786,147.201434479,159.67274324,97.36,284.6,70.58,68.04,32.4,381.4,108.6,6.03,153.6,11.1288278,311.4,241.7,189.7,64.44,115.8,32.0,,62.8,,130.7,53.85,1636.0,62.6,49.44,345.8,450.3,649.3,42.3,285.0,166.5,704.6,428.0,222.7,31.48,29.42,266.8,5.84,21.1,24.54,10862.0,442.2,47.41,1189.5,570.0,68.46,339.2,4.797,145.54,1270.0,44.78,2348.0,168.9,46.56,34.25,168.5,8.288,45.33,0.307,85.9,109.6,448.6,138.15,127.1,128.65,506.0,3905.0,34.15,100.55,8.31,4768.163865389,6.06,153.3,402.1,520.859636287,8.894,3.165,96.85,60.83,82.1,3253.0,288.75,5.705,35.77,454.15,266.0,1285.5,116.9,541.0,366.2,23.48,2622.0,1163.0,29.62,3.91,13.118,587.5,192.25,907.8,16.218552945,137.6,11.35,2364.0,1196.5,108.0,110.25,35.82,65.0,150.0,71.65,820.2,55.3431424,2178.0,9.32,4550.0,25.655,246.2,,45.33327984,3836.0,60.88,191.0,44.81,187.35,12.05,5652.0,314.5,2805.5,23.79,45.18,636.5,57.2,30.6,2190.0,216.6,40.92,3380.0,521.8,92.4,1267.5,22.505,32.3,56.28,4.533,17.01,19.8,111.3116275,19.51,43.15,223.1,3.184,652.0,15.885,6.79,15.571923684,15.042,12.445,942.2,79.05,12.67,191.55,315.0,263.8,64.17,38.82,184.7,263.8,57.5,71.7,61.5,17.355,1140.0,72.362652056,90.26,3166.0,503.0,13.975,32.92,33.714853486,177.9,270.4,36.68,25.77321384,12.894024885,98.34,40.74,54.34,27.88,517.870059,232.85,10.53,36.25,66.9,,75.35,14.86,19.7,9810.0,37.96,70.06,518.8,227.8,16.675,59.85,105.9,905.0,3397.0,180.9,15.16,448.15,2160.0,2580.332216,8.874,1573.0,130.0,27.02,119.1,84.94,93.08,78.0,116.3,31.53512942,1929.5,2203.0,337.5,168.94,74.46,223.1,418.4,33.06799404,108.0,117.2,3.04,1836.8,595.878569,1062.0,63.3,37.09,783.8,10.989289531,144.35,1604.0,15.21,112.2895305,34.265,4.97217444,778.0,97.285482013,2324.0,1890.0,151.1,1558.0,708.5,259.9,324.5,754.6,12.884,13.415,232.25,529.4,11.08026034,102.7,2.727,129.35,47.09,4354.0,59.8,39.04,9.446,114.45,23.58,1645.5,20.98,541.0,58.44,41.22,60.26,39.23,16.59,18.37,218.5,111.05,38.63,83.6732113,45.54,298.3,102.7,3.135,75.02,75.56,133.6,684.8,256.6,17.275,91.42,75.26,251.3,7.523,254.2,29.92,10330.0,44.98,190.4,81.74,24.16,368.4,268.0,7730.0,16060.0,9184.0,132.3,9.607,541.8,669.9,12552.49907,4.15,2.016,61.36,526.6,9.226,,30.95,262.0,1443.1535272,222.5,261.0,53.74,184.45,145.2,9.515,584.0,24.375,99.4,204.3,381.5,81.8,140.1,69.68,11.284,10.05,78.26,97.74,32.48,7.192,84.0,977.477739,63.92,64.8,480.0,37.3,112.3,3.224,91.43,725.6,367.2,27.18,212.4,8341.203144,38.74,10.768,445.4,82.76,42.74,218.0963124,75.5,147.85,147.8,1140.0,21.16196337,511.2,100.6,61.65,49.4,1680.924982739,978.0,585.1702995,366.7,823.2,27.05,41.18,44.97,1429.0,972.8,117.4,10.145,85.4,,47.41,46.59,41.10579369,100.7,319.0,,718.0,319.3,52.84,19.45,454.4,50.96,15.205,3228.0,34.505,13.11,121.7,315.8,1019.0,5486.0,5646.370713088,563.0,186.6,252.5,313.4,305.0,757.0,421.0,22.82702936,39.21,23.8,18.145,169.15,1.1505,168.5,257.3,583.0,7.755,3.8015,215.4,144.86,95.65,315.4,164.0,131.1,12.48,277.5429564,145.75,177.31415284,209.3,511.4,27.77,1290.333597292,13.17,422.5,28.49,143.45,178.56321638,99.08,102.8,86.95,1173.0,116.68,63.58,872.0,73.4,110.65,130.9,28.985,53.36,163.12,18.5,241.3,637.4,175.6,195.95,586.8,1693.5,1076.5,291.4,214.948425,23.44,281.5,196.1,29.44,472.4,1.447,89.75,9996.0,206.0,97.8,4.849,167.0,75.74,1795.5,613.6,93.84,233.3,12.515,20.455,39.72,129.4,147.45,87.4,,2602.0,130.5,207.6,97.52,90.89,2855.0,186.0,141.85,19.88,332.8,3.719,13.2,121.55,87.8,27.4,79.98,14.725,139.55,260.9,4.598485202,0.2836,65.45,112.95,336.1,7.74,145.75,296.9,60.14,76.7,6.448,144.05,25.31,84.26,215.2,4119.335170875,26.95,21.86,0.905,5.338,35.01,66.48,1038.0,1049.5,398.0,25.47,31.35,237.05137527,81.05,80.226916866,29.25,49.003585004,13.135,12.78,27.74,67.48,26.7,249.9,30.39,111.98,,972.0,199.96,97.7,52.4,29.34,27.5,1847.5,93.0,882.4,134.0,728.8,13.6,3661.0,344.8,18.245,159.15888,433.0,436.9
2024-01-19,1.824,126.7,229.8,1739.80947712,36.19,35.28,178.55,2210.432316,57.63,13.205,10.26,35.98,153.2,27.14,70.25,36.811478245,25.465,206.8,36.05,2453.402692522,114.7,164.68,1130.2,5.416,16.335,4.046,38.82,4809.0,3.852,146.846256755,157.29092482,99.44,271.9,68.94,67.3,31.51,371.1,109.0,5.875,150.8,10.341321765,295.2,247.15,171.0,64.62,114.85,29.32,,62.0,,115.5,55.1,1578.0,58.25,48.5,331.1,496.15,686.3,42.28,284.2,164.45,712.8,431.0,207.6,30.92,30.565,260.8,5.61,19.18,25.06,10508.0,430.0,45.99,1174.0,575.5,63.88,334.0,4.9,141.04,1265.0,43.05,2307.5,159.2,46.66,32.39,157.0,7.996,46.89,0.2856,84.95,110.2,433.6,135.0,120.6,143.75,514.0,3775.0,34.78,101.75,8.126,4782.164346537,5.88,142.9,375.1,494.0601712,9.298,3.24,92.3,60.61,80.22,3219.0,270.7,5.64,34.68,445.8,262.8,1232.5,114.1,524.0,354.4,23.85,2630.0,1081.0,29.06,3.833,13.23,497.4,197.05,881.6,15.35769557,129.8,11.065,2334.0,1209.5,99.2,116.4,33.74,67.8,141.45,67.3,781.6,53.88354304,2170.0,9.012,4405.0,26.44,245.0,,44.13720282,3960.0,61.6,183.8,46.15,189.55,11.812,5612.0,304.9,2715.5,21.55,43.725,638.5,56.6,29.76,2058.0,212.8,41.42,3232.0,474.3,90.87,1230.0,23.08,30.88,57.72,4.29,15.82,18.655,103.3540303,19.5,43.67,225.4,3.324,637.5,15.19,6.662,14.954585472,14.45,11.83,916.8,78.0,12.475,188.25,297.8,267.3,61.66,38.95,177.68,247.9,55.22,74.25,59.3,16.855,1192.6,72.118183637,88.92,3183.0,495.0,13.825,34.36,33.579101991,174.5,258.0,35.62,26.03234128,11.878747335,96.52,40.96,51.58,26.28,463.112145,231.2,9.974,35.46,65.22,,74.35,13.98,20.33,9750.0,37.78,67.54,488.3,217.6,16.085,57.05,103.0,916.4,3347.0,180.2,15.79,412.3,1984.5,2651.29628,8.368,1563.6,129.7,27.9,120.4,83.0,91.46,76.55,112.75,29.037872394,1935.0,2147.0,328.5,159.0,72.4,224.9,406.6,32.37696036,107.6,112.8,2.976,1832.8,574.684396,1048.0,62.0,35.91,769.0,10.561013151,143.8,1587.0,15.67,111.9120867,34.19,4.95808896,762.0,99.89663081,2336.0,1881.0,142.55,1598.0,651.0,242.1,313.9,745.6,12.742,13.31,230.55,507.0,10.73491421,105.3,2.7555,125.85,45.41,4294.0,59.74,38.87,8.98,111.25,23.5,1577.5,21.1,510.4,59.7,42.12,54.76,38.86,16.92,16.87,218.1,107.1,39.13,82.6533038,42.5,287.0,105.0,3.164,72.9,78.38,130.8,640.6,250.8,16.44,89.8,72.42,246.7,7.234,245.4,29.27,10860.0,42.665,183.0,82.08,23.67,361.5,257.4,7760.0,15210.0,9140.0,133.1,10.61,521.0,659.4,12408.16217,4.09,1.966,59.11,499.3,9.082,,30.57,250.5,1410.6725787,218.4,253.0,51.44,195.5,146.2,9.33,577.4,24.185,97.9,208.7,393.5,79.3,140.7,66.34,10.98,9.08,80.54,97.43,31.16,7.136,83.25,943.470521,59.46,59.1,471.0,37.11,111.9,3.103,93.8,732.4,350.3,25.3,208.0,8084.011176,37.81,11.204,426.2,83.34,43.12,215.5396278,73.78,143.9,142.15,1115.0,20.54310769,508.8,95.0,59.94,49.78,1631.840120984,958.6,544.691763,350.5,788.0,25.76,40.13,43.44,1438.0,947.6,116.6,10.105,86.82,,42.05,46.44,41.406494448,96.2,333.6,,724.0,319.5,50.98,19.51,425.8,49.76,14.86,3280.0,34.24,13.0,119.9,330.3,1008.0,5379.0,5588.28460075,528.8,180.1,244.1,312.0,305.0,759.8,401.1,22.18918688,37.49,23.7,17.965,167.7,1.1505,169.84,244.6,606.8,7.647,3.71,206.5,148.88,94.04,296.1,151.8,129.4,12.19,272.3172522,138.6,176.399855,201.4,511.0,27.54,1328.457089939,12.8,412.9,28.02,137.7,184.73911698,99.66,98.9,85.15,1152.0,116.74,61.81,828.6,73.28,107.85,127.8,27.98,51.98,160.94,18.46,233.0,633.0,167.35,192.7,584.0,1646.0,1099.0,292.2,206.414,23.14,275.5,192.0,29.7,465.8,1.426,88.25,9624.0,218.0,97.76,4.734,166.2,71.12,1757.0,576.0,94.58,221.3,11.555,19.67,40.52,130.7,150.0,82.45,,2497.0,120.9,196.95,94.5,79.03,2960.0,179.7,133.0,19.405,317.8,3.78,12.26,123.35,88.26,27.05,83.38,14.43,143.25,252.4,4.24394665,0.2831,65.55,100.3,312.3,7.754,142.25,296.0,58.28,72.4,6.34,143.1,24.98,82.26,212.3,3975.25752675,27.22,20.69,0.839,5.452,33.41,64.74,991.0,1017.0,400.0,25.21,29.34,253.472030595,75.95,80.313836603,28.59,47.810613833,13.73,11.59,26.96,67.64,26.84,245.4,29.25,106.88,,911.0,188.6,97.7,49.22,28.46,25.96,1791.5,88.3,831.8,137.35,720.8,12.95,3548.0,340.0,16.35,157.832556,442.4,434.2
