Date,A2.MI,AAK.ST,AAL.L,AALB.AS,ABBN.S,ABDN.L,ABF.L,ABI.BR,ABNd.AS,ACCP.PA,ACKB.BR,ACPP.WA,ACS.MC,AD.AS,ADDTb.ST,ADEN.S,ADML.L,ADP.PA,ADSGn.DE,ADYEN.AS,AEGN.AS,AENA.MC,AG1G.DE,AGES.BR,AHT.L,AIBG.I,AIR.PA,AIRP.PA,AKE.PA,AKRBP.OL,AKZO.AS,ALCC.S,ALEP.WA,ALFA.ST,ALKb.CO,ALLN.S,ALSO.PA,ALSYDB.CO,ALVG.DE,AM.PA,AMA.MC,AMBUb.CO,AMPF.MI,AMUN.PA,ANA.MC,ANDR.VI,ANTO.L,AOO.BR,ARDS.AS,ARGX.BR,ASMI.AS,ASML.AS,ASRNL.AS,ASSAb.ST,ATCOa.ST,AUTOA.L,AV.L,AVANZ.ST,AVOL.S,AXAF.PA,AXFO.ST,AYV.PA,AZMT.MI,AZN.L,BAB.L,BAER.S,BAES.L,BAKKA.OL,BALDb.ST,BALF.L,BAMI.MI,BARC.L,BARN.S,BASFn.DE,BATS.L,BAVA.CO,BAWG.VI,BAYGn.DE,BBOXT.L,BBVA.MC,BC8G.DE,BCP.LS,BCU.MI,BCVN.S,BEAN.S,BEIG.DE,BEIJb.ST,BESI.AS,BEZG.L,BGEO.L,BGN.MI,BIOX.PA,BIRG.I,BKGH.L,BKT.MC,BKWB.S,BLND.L,BMEB.L,BMED.MI,BMPS.MI,BMWG.DE,BNPP.PA,BNRGn.DE,BNZL.L,BOL.ST,BOLL.PA,BOUY.PA,BP.L,BRBY.L,BT.L,BTRW.L,BUCN.S,BVI.PA,BWY.L,BYG.L,BZU.MI,CABK.MC,CAGR.PA,CAMX.ST,CAPP.PA,CARLb.CO,CARR.PA,CAST.ST,CBKG.DE,CCH.L,CCL.L,CDR.WA,CFR.S,CLNX.MC,CMBN.S,CNA.L,COFB.BR,COLOb.CO,CONG.DE,CPG.L,CPRI.MI,CRDA.L,CRDI.MI,CTEC.L,CVO.PA,CWK.L,DANO.PA,DANSKE.CO,DAST.PA,DB1Gn.DE,DBKGn.DE,DCC.L,DEMANT.CO,DGE.L,DHER.DE,DHLn.DE,DIOR.PA,DKSH.S,DLG.MI,DLN.L,DNB.OL,DNP.WA,DPLM.L,DRX.L,DSV.CO,DTEGn.DE,EDEN.PA,EDP.LS,EDPR.LS,ELE.MC,ELI.BR,ELIS.PA,ELISA.HE,EMG.L,EMII.MI,EMSN.S,ENAG.MC,ENEI.MI,ENGIE.PA,ENI.MI,ENT.L,ENX.PA,EONGn.DE,EPIRa.ST,EQNR.OL,EQTAB.ST,ERICb.ST,ERST.VI,ESLX.PA,ESSITYb.ST,EUFI.PA,EURA.PA,EVDG.DE,EVKn.DE,EVOG.ST,EXHO.PA,EXOR.AS,EXPN.L,EZJ.L,FBK.MI,FDJU.PA,FER.MC,FHZN.S,FLS.CO,FMEG.DE,FNTGn.DE,FORTUM.HE,FOUG.PA,FPE3_p.DE,FRAG.DE,FREG.DE,FRES.L,FRO.OL,FTKn.DE,G1AG.DE,G24n.DE,GALE.S,GALP.LS,GASI.MI,GAW.L,GBFG.DE,GBLB.BR,GEBN.S,GETIb.ST,GETP.PA,GF.S,GFCP.PA,GFTU_u.L,GIVN.S,GJFG.OL,GLEN.L,GMAB.CO,GRLS.MC,GSK.L,GTT.PA,HAGG.DE,HBANC.S,HEIG.DE,HEIN.AS,HEIO.AS,HEXAb.ST,HIAB.HE,HIK.L,HLMA.L,HMb.ST,HNKG_p.DE,HNRGn.DE,HOLMb.ST,HOLN.S,HOTG.DE,HPOLb.ST,HRA.MI,HRMS.PA,HSBA.L,HSX.L,HUBN.S,HUH1V.HE,HWDN.L,IBE.MC,ICAG.L,ICGIN.L,IDR.MC,IETB.BR,IFXGn.DE,IG.MI,IGG.L,IHG.L,III.L,IMB.L,IMCD.AS,IMI.L,INCH.L,INDT.ST,INDUc.ST,INF.L,INGA.AS,INPST.AS,INVEb.ST,INVP.L,INWT.MI,IPN.PA,ISP.MI,ISS.CO,ITPG.MI,ITRK.L,ITV.L,ITX.MC,JD.L,JDEP.AS,JMAT.L,JMT.LS,JYSK.CO,KBC.BR,KBCA.BR,KBX.DE,KCRA.HE,KEMIRA.HE,KESKOB.HE,KGF.L,KGH.WA,KGX.DE,KINVb.ST,KNEBV.HE,KNIN.S,KOG.OL,KPN.AS,KSP.I,KYGa.I,LAND.L,LATOb.ST,LDOF.MI,LEGD.PA,LEGn.DE,LGEN.L,LHAG.DE,LIFCOb.ST,LIGHT.AS,LISP.S,LLOY.L,LMPL.L,LOGN.S,LOIM.PA,LONN.S,LOOMIS.ST,LPPP.WA,LSEG.L,LTEN.PA,LUNDb.ST,LVMH.PA,MAERSKb.CO,MAP.MC,MBGn.DE,MBK.WA,METSO.HE,MICP.PA,MKS.L,MNDI.L,MNG.L,MOBN.S,MONC.MI,MOWI.OL,MRCG.DE,MRL.MC,MRON.L,MT.AS,MTO.L,MTXGn.DE,MUVGn.DE,MWDP.PA,MYCR.ST,NAFG.DE,NDAFI.HE,NDXG.DE,NEKG.DE,NESN.S,NESTE.HE,NEXII.MI,NEXS.PA,NG.L,NHY.OL,NIBEb.ST,NKT.CO,NN.AS,NOD.OL,NOKIA.HE,NOVN.S,NOVOb.CO,NSISb.CO,NTGY.MC,NWG.L,NXT.L,OMVV.VI,ORAN.PA,OREP.PA,ORK.OL,ORNBV.HE,ORSTED.CO,PEO.WA,PERP.PA,PGHN.S,PHG.AS,PHNX.L,PHP.L,PKN.WA,PKO.WA,PLUSP.L,PNDORA.CO,PNN.L,PRTP.PA,PRU.L,PRX.AS,PRY.MI,PSHG_p.DE,PSN.L,PSON.L,PSPN.S,PST.MI,PUBP.PA,PUMG.DE,PZU.WA,QIA.DE,QLT.L,QQ.L,RAAG.DE,RACE.MI,RAND.AS,RBIV.VI,RBREW.CO,RECI.MI,REDE.MC,REL.L,RENA.PA,REP.MC,REY.MI,RHMG.DE,RILBA.CO,RIO.L,RKT.L,RMV.L,ROCKb.CO,ROG.S,ROR.L,RR.L,RS1R.L,RTO.L,RUBF.PA,RWEG.DE,RXL.PA,RYA.I,SAABb.ST,SABE.MC,SAF.PA,SAGAb.ST,SALM.OL,SAMPO.HE,SAN.MC,SAND.ST,SAPG.DE,SASY.PA,SATG_p.DE,SAVE.ST,SB1NO.OL,SBMO.AS,SBRY.L,SCAb.ST,SCHN.PA,SCHP.S,SCMN.S,SCOR.PA,SCTS.L,SDFGn.DE,SDR.L,SEBa.ST,SECTb.ST,SECUb.ST,SFSN.S,SFZN.S,SGE.L,SGEF.PA,SGOB.PA,SGRO.L,SGSN.S,SHBa.ST,SHCS.L,SHEL.AS,SHLG.DE,SIEGn.DE,SIGNC.S,SIKA.S,SJP.L,SKAb.ST,SKFb.ST,SLHN.S,SMIN.L,SN.L,SOBIV.ST,SOF.BR,SOGN.PA,SOON.S,SOPR.PA,SPIE.PA,SPL1.WA,SPMI.MI,SPSN.S,SPX.L,SQN.S,SRENH.S,SRG.MI,SRP.L,SSABb.ST,SSE.L,STAN.L,STB.OL,STDM.PA,STERV.HE,STLAM.MI,STMMI.MI,STMN.S,SUBC.OL,SUN.S,SVT.L,SWECb.ST,SWEDa.ST,SY1G.DE,TBCG.L,TCAPI.L,TCFP.PA,TECN.S,TEF.MC,TEGG.DE,TEL.OL,TEL2b.ST,TELIA.ST,TEMN.S,TENR.MI,TEPRF.PA,THULE.ST,TKAG.DE,TLIT.MI,TLXGn.DE,TOM.OL,TRELb.ST,TRN.MI,TRYG.CO,TSCO.L,TTEF.PA,TUI1n.DE,TW.L,UBSG.S,UCB.BR,UHR.S,ULVR.L,UMG.AS,UMI.BR,UNI.MC,UNPI.MI,UPM.HE,URW.PA,UTG.L,UU.L,VACN.S,VALMT.HE,VEND.OL,VERB.VI,VIE.PA,VIS.MC,VLLP.PA,VLOF.PA,VNAn.DE,VOD.L,VOES.VI,VOLVb.ST,VOPA.AS,VOWG_p.DE,VTYV.L,VWS.CO,VZN.S,WALLb.ST,WBSV.VI,WDPP.BR,WEIR.L,WIHL.ST,WLSNc.AS,WPP.L,WRT1V.HE,WTB.L,YAR.OL,ZALG.DE,ZELA.CO,ZURN.S
2021-01-29,1.34,163.55,2292.316285678,37.19,25.42115544,302.1,2064.863563615,51.98,8.61,27.83,126.2,68.0,19.886733198,23.59,111.0,55.84,2532.479231497,95.0,262.0,1719.5,3.402,12.73,,42.29,3693.0,1.47,82.085518423,111.570270248,91.5,214.3,83.84,64.0,73.5,219.6,120.4,194.2,42.30840806,128.2,186.52,86.25,52.54,290.5,32.73,61.4,123.7,39.2,1430.0,97.404906,28.9,241.2,211.2,439.45,31.92,207.1,111.7490121,564.0,331.178362881,228.0,48.08,18.3,199.304967,10.32759824,17.36,7491.0,233.0,54.0,462.1,605.5,69.9001398,269.2,1.8125,133.54,1979.0,63.83,2657.5,219.8,30.964555661,49.915,184.4,3.717373542,58.3666083,0.1142,33.04,94.5,343.5,90.34,106.094713505,56.66,311.4,1148.0,25.62,127.5,3.08,4181.935880323,3.358909328,102.0,448.7,451.111984164,6.545,21.503784,70.01,39.78,64.74,2350.0,251.0572179,3.346,32.42,271.5,1718.5,125.6,638.8,422.2,21.69,2755.0,1106.0,19.58000597,2.087,9.38,205.0,119.5,900.2,13.76387963,168.849045,5.48,2163.0,1165.0,305.2,82.88,44.74694426,97.1,51.78,123.4,917.4,78.687294558,1310.5,8.876,6286.0,7.557,200.2,66.51952935,3414.0,54.96,105.25,32.95,132.6,8.369,5516.0,220.8,2949.0,125.5,40.81,431.0,71.8,29.62,3172.0,167.95,26.28,2318.0,373.6,959.6,14.7,44.77,5.172,22.55,21.1,93.652589429,12.44,49.08,146.25,1.5195,841.0,18.175,8.191,12.32753252,8.352,1241.0,81.112942,8.73,158.1632637,154.85,261.1,105.65,24.59855,117.0,267.3,79.18,57.8,48.68,27.18,815.6,50.760021796,,2556.0,613.2494292,12.875,35.45,17.967591917,147.1,215.5,66.8,17.1671929,19.324116035,74.94,46.92,44.78,36.77,958.846026,50.0,19.025,28.54,63.8,58.9,8.284,14.09,10330.0,27.92,81.78,545.6,215.8,12.72,55.8,117.6,866.5,3596.0,198.0,235.912934074,2450.0,24.3,1370.6548125,75.4,14.26,89.3,61.02,85.94,72.6,104.571324,20.83757723,2399.0,2469.0,179.0,85.5,128.0,383.0,24.51645225,76.75,91.65,2.884,842.6,373.8280975,934.4,73.4,40.52,664.263264,9.476993098,143.0,1700.0,7.27,40.9526523,33.125,4.650086464,750.0,60.850534613,1111.5,1470.0,102.25,1246.0,665.0,171.8,266.5,499.6,7.375,19.8,153.6,178.24849875,8.62392519,72.05,1.8052,106.0,37.04,5518.0,105.9,24.49,149.4,31.79,2952.0,13.475,231.0,57.72,32.26,109.18,30.06,13.97,21.4,277.7,188.4,71.36,199.365151266,64.92,203.1,32.0239146,2.576,56.0,111.9,614.7,187.4,5.736,75.9,118.4,244.0,7.5971236,153.9,39.3,7730.0,33.0,228.2,92.86,19.02590253,570.0,214.4,7690.0,8686.0,87.1,440.2,498.3,12239.76912,1.514,48.67834788,195.6,8.25,28.475,141.55,1726.4873395,175.9,268.933614125,46.61,190.05,137.7,7.91,357.804546967,18.042,48.0,192.0,218.8,95.2,117.3,63.6,6.709,20.548168649,58.2,100.04,58.28,14.65,61.45,781.2469,38.12,69.875,231.744846,34.3,132.5,3.964,76.32568976,212.7,369.2,21.31,148.310444976,7279.662445473,34.74,9.704,290.1,83.42,37.84,648.619767,63.7,155.7,1054.5,41.611356816,674.8,145.2,56.02,28.88,1216.407791798,593.2,757.24997474,541.6,1133.75591,43.881237598,26.64,57.5,2551.0,812.6,114.1,8.076,39.325421293,80.78,29.83,44.774342944,151.261757668,301.2,793.5,172.25,51.46,16.17,607.6,42.72,15.66,1812.5,35.24,8.122,101.0,87.34,539.0,5367.789687816,6207.202142554,599.2,232.2,307.15,325.6,91.7,877.5,497.6,36.08642152,35.46,11.782835052,14.3,58.65,0.3618,104.1,165.8,517.0,6.037199624,2.394233415,198.7235208,104.2273728,76.7475856,410.6,134.6,94.5,14.165,236.5115012,147.45,120.2003519,235.5,485.4,25.1,1431.723403997,9.33,580.89,91.36,138.991808137,107.4716335,112.9,64.5,589.8,76.58,41.08,954.2,108.36,80.2809866,140.0,15.318,46.28,127.94,21.22,242.4,1173.5,216.6,229.4,406.9,1418.5,1541.5,151.0604518,264.964125,15.438,215.4,136.9,18.3,181.4,5.442093224,85.1583873,11080.0,96.9,78.66,4.328,117.3,32.25,1484.0,444.0,66.26,345.0,15.0,11.561019178,33.27,98.96,80.46,64.7588208,2312.0,139.3,157.78,102.7,1218.0,198.754771,74.18,432.0,3.269141733,24.23830608,142.05,102.88658969,36.7,112.85,6.43,270.2,310.6,7.215460446,0.3534,30.8,197.5,189.65,5.994,148.9629834,239.050522948,34.895,19.327223152,146.45,12.875,85.52,257.0,4541.92722,,46.77,0.571,3.624,29.49,69.5,960.0,922.2,248.2,26.45,242.117322125,74.4,21.26961226,53.408401633,8.4753885,30.84,51.69082758,124.84,30.12,197.6644032,41.69,156.44,843.0,266.8,75.3,63.75,28.04,29.64,1895.0,86.1,68.44,765.8,8.106,2787.0,400.5,94.72,197.3,356.2
2021-02-26,1.3945,180.95,2632.745195544,38.64,25.20882992,310.8,2309.682058875,47.46,9.52,34.56,133.6,66.6,19.592916767,21.84,123.0,57.08,2713.49613701,105.2,288.9,1916.0,3.956,14.09,46.0,46.46,3880.0,1.863,94.625265288,103.057871851,91.5,225.3,85.56,62.54,64.32,261.3,129.9,184.2,38.98862214,140.8,199.8,89.3,57.5,285.4,33.0,63.0,133.4,39.72,1782.5,100.62894,28.24,277.6,223.6,465.35,34.6,211.7,118.30083165,550.2,357.558023647,264.6,62.16,20.8,199.5032804,11.05746384,19.01,6945.0,259.7,55.8,483.9,616.0,67.4668016,275.4,2.124,159.6,1968.0,67.73,2485.5,221.0,36.958249463,50.12,180.1,4.542360078,52.0999479,0.1172,34.12,95.4,331.5,81.9,109.085876314,62.38,345.8,998.0,28.22,105.2,3.38,4046.165223907,3.970540256,101.0,489.6,460.552294744,7.225,25.171096,71.5,49.275,64.26,2237.0,305.3768705,3.966,33.56,291.75,1815.5,123.55,664.4,439.0,22.39,2808.0,1135.0,20.95,2.407,11.615,233.5,133.15,970.0,14.211525465,165.488865,5.43,2238.0,1575.5,236.6,87.58,41.7273823,94.75,52.76,128.4,938.8,80.828676656,1455.0,9.378,6168.0,8.54,188.4,68.28423315,3402.0,56.46,113.7,34.38,135.55,10.214,5770.0,253.9,2812.5,105.7,41.06,460.4,67.95,30.62,3310.0,168.65,24.62,2318.0,382.2,1132.0,15.03,45.89,4.746,18.1,20.55,84.504249878,14.34,49.35,149.9,1.8145,805.0,17.365,7.844,11.62076681,9.482,1413.0,81.432464,8.45,176.5360128,163.25,235.5,105.4,26.585918,135.0,253.8,73.64,61.35,56.4,27.89,1051.5,54.740116072,,2273.0,829.7894528,14.57,37.39,18.725124825,160.6,259.6,57.36,17.48611898,20.00580239,85.16,45.34,52.3,35.44,883.50535,58.6,21.85,28.62,62.45,58.45,9.284,15.55,9555.0,29.5,82.16,536.2,213.7,13.57,58.45,114.7,989.5,3427.0,199.0,278.327475386,2070.0,20.82,1202.782425,69.6,13.97,99.7,65.48,81.7,71.2,100.5141852,25.321024728,2236.0,2267.0,199.0,81.58,140.3,371.4,25.48694808,73.85,90.6,2.954,923.2,416.265278,944.0,70.1,37.28,688.1846494,8.833048999,191.95,1731.0,7.275,44.0980173,36.0,4.584354224,779.0,67.324568487,1107.0,1333.0,101.95,1309.0,709.0,192.8,278.9,550.8,9.039,18.156,156.2,183.30519375,8.38072369,70.65,2.134,111.0,38.04,5356.0,109.85,27.31,166.08,33.65,3055.0,12.85,266.3,59.62,33.12,105.54,36.78,13.37,21.04,265.4,189.35,69.94,190.435456078,66.08,215.7,34.104891,2.708,60.25,99.95,665.0,192.3,6.63,71.92,113.14,259.3,8.7675588,160.6,36.05,7625.0,39.0,218.8,97.02,18.71949645,573.8,220.8,7825.0,9618.0,91.55,420.2,525.0,12740.13704,1.572,55.48762125,221.6,9.315,29.9375,141.9,1723.4890981,183.9,271.326261938,51.3,209.4,134.55,8.585,352.283527251,19.358,52.3,197.0,243.0,94.7,105.9,72.3,7.508,19.394955102,52.15,95.0,54.46,14.885,64.35,741.1735296,48.0,66.325,220.726866,38.2,163.3,3.3,74.10785648,218.975,380.8,20.71,185.086612226,7119.566376168,39.86,9.548,302.8,79.86,33.97,554.689398,67.8,157.35,1090.5,41.611356816,710.0,152.0,58.84,30.14,1237.936043397,599.6,707.997943862,524.9,1361.957526,44.907056553,26.69,66.38,2590.0,751.0,108.4,9.404,44.641158783,87.98,29.27,41.095770331,142.386954349,298.8,709.0,161.5,55.34,16.82,634.6,42.14,13.865,1692.5,37.125,10.415,96.1,82.62,604.0,5942.121094743,6008.90817285,565.0,223.4,297.95,356.8,107.7,970.0,466.7,36.68560688,31.34,14.591397805,16.595,55.85,0.4166,113.25,177.6,570.4,6.418441469,2.872584397,215.7596847,101.50234416,75.4046272,425.4,152.15,99.9,14.685,218.8989426,145.25,122.0885757,248.2,456.5,27.48,1388.10798904,9.238,595.51,97.18,131.676449814,107.6379339,113.7,70.95,558.6,86.04,44.42,909.8,103.8,85.28178314,169.7,16.904,45.83,127.98,20.14,240.2,1174.0,204.8,230.1,452.3,1464.0,1385.5,131.5271844,272.4069375,20.535,232.8,134.7,18.62,210.4,5.818621815,83.5868369,10710.0,105.4,85.44,4.296,130.0,33.2,1324.5,462.1,74.1,362.0,16.325,12.395110266,31.99,109.9,90.38,68.3863896,2190.0,121.4,148.02,96.72,1086.0,240.0,78.44,382.2,3.243385974,22.50017696,140.15,94.91399248,34.11,122.75,8.646,293.1,353.0,8.378977855,0.3929,34.46,185.4,214.9,5.768,150.986514,224.8,38.375,24.513656888,157.6,14.1,82.44,271.2,3998.82413025,,48.66,0.726,4.304,31.6,60.82,971.0,859.2,252.8,27.82,260.110167853,63.2,21.54922185,53.45428514,13.9932825,29.24,49.44095478,122.02,32.84,206.7447312,39.51,173.02,842.0,230.9,76.0,59.2,27.68,28.34,1982.0,81.7,65.68,853.8,9.502,3395.0,416.6,85.02,195.2,371.5
2021-03-31,1.552,197.7,2699.216670274,43.2,27.56371296,289.9,2355.524565956,53.75,10.36,32.16,135.6,67.6,21.850664082,23.75,130.0,63.64,2724.91953396,101.9,266.2,1903.5,4.05,13.83,48.35,51.56,4327.0,2.242,95.246826305,115.123989967,103.35,242.8,95.28,66.18,55.57,264.0,120.5,190.4,40.10150492,170.9,217.05,94.9,60.38,297.9,31.74,68.2,142.9,38.34,1690.0,95.548644,34.76,234.4,248.0,517.0,38.21,251.0,130.4474634,554.4,403.302529022,271.4,64.36,22.885,207.0391896,11.38590336,19.435,7247.0,228.6,60.44,505.0,677.5,72.1001442,295.2,2.435,185.92,2136.0,70.84,2774.0,286.4,37.816944851,53.96,179.5,4.367691876,53.2999467,0.1161,36.66,92.2,382.0,90.1,117.143702656,71.44,351.8,1100.0,30.02,108.5,4.23,4431.514292851,4.27997056,102.8,504.8,444.874636101,8.05,23.837528,88.47,51.88,72.8,2323.0,295.791049453,4.118,34.19,294.65,1898.5,154.8,746.8,481.6,24.27,3403.0,1115.0,22.17,2.639,12.345,209.0,145.1,974.6,15.195362465,161.792667,5.228,2310.0,1585.5,190.5,90.74,45.4786786,104.1,54.14,124.2,953.8,76.613892844,1461.5,9.552,6348.0,9.013,196.1,71.568543,3636.0,58.5,118.7,36.48,141.7,10.188,6290.0,268.7,2989.5,110.5,46.72,517.0,72.55,34.44,3228.0,182.0,26.06,2548.0,420.0,1244.5,17.17,44.54,4.87,18.22,22.56,88.55969937,13.92,51.14,161.05,1.8765,844.0,18.52,8.493,11.63999853,10.494,1518.0,78.419828,9.924,194.8595052,167.3,287.5,115.55,28.173864,138.85,275.9,81.51,64.9,49.44,30.16,1286.0,56.509046861,,2497.0,823.5592966,13.955,38.77,20.167612639,155.3,243.1,62.72,20.34150404,22.00734956,85.36,40.84,51.85,37.98,839.038817,62.6,19.75,34.95,64.7,59.0,9.92,17.06,9965.0,31.18,88.26,601.6,242.5,13.08,63.15,117.4,1024.0,3642.0,200.6,272.151994766,2087.0,22.33,1300.9605,68.0,13.1,111.0,77.46,87.62,75.9,115.0855992,26.772918347,2276.0,2374.0,196.75,95.86,155.8,383.4,28.22059602,76.3,98.6,3.268,944.0,413.335208,860.4,73.2,38.56,724.560971,9.307534125,198.3,1842.0,7.495,52.5275955,36.155,5.19754212,901.0,66.961161181,1153.5,1492.0,118.5,1334.0,753.0,201.6,306.4,559.8,10.432,13.966,174.1,205.26436,9.241657,73.15,2.3105,118.25,42.98,5602.0,120.15,28.1,164.92,31.3,3013.0,14.35,302.6,62.0,36.5,106.42,38.0,13.09,26.08,318.3,190.2,84.2,206.062422657,69.66,269.7,37.765868,2.894,72.3,106.7,690.1,226.2,6.904,79.32,112.16,279.1,8.0681524,162.4,43.96,8250.0,42.535,213.6,99.14,19.040265315,528.4,265.6,8125.0,6940.0,100.1,476.8,568.1,14178.69481,1.776,63.66209949,214.4,9.505,31.9125,150.85,1848.91553,207.4,276.111557563,48.87,212.2,145.8,8.72,354.406996373,24.63,62.9,200.7,262.6,105.9,102.5,70.64,8.411,23.920444626,54.4,105.34,45.26,14.88,75.5,794.114496,54.76,67.7,253.229907,41.69,153.3,3.4045,76.55315984,214.875,406.3,20.9,197.194612645,7407.739300917,43.26,10.505,326.8,83.84,34.17,569.4181245,70.62,160.05,1207.0,45.054672295,734.2,148.2,63.46,32.73,1267.820380948,679.6,789.814639892,588.6,1489.595718,43.41412361,27.71,90.42,2940.0,771.6,115.2,10.84,47.860030966,83.54,34.1,41.366401014,155.89420995,316.0,662.5,178.35,59.98,18.73,663.4,45.87,15.1,1819.0,36.93,10.56,107.9,86.4,620.0,5386.220717881,6507.647551197,582.2,267.4,305.45,356.6,105.3,993.0,484.4,39.0436912,33.42,15.847983477,16.545,59.75,0.456,116.05,188.8,590.0,6.696974324,2.872088697,227.0854026,103.84944912,83.810552,425.2,141.0,105.0,15.62,234.6728275,154.55,129.4427105,277.6,507.0,29.1,1719.016245991,8.472,595.0,106.45,107.096845849,123.478047,117.4,77.85,612.8,87.36,50.32,937.6,107.24,90.87654402,170.7,16.8,46.2,140.0,21.86,270.0,1274.0,219.0,248.2,464.6,1537.5,1378.0,133.3897698,286.3001875,22.315,250.4,142.5,20.42,218.6,5.833682958,85.60038585,11400.0,122.0,92.96,4.728,137.6,42.23,1455.0,499.5,86.14,351.2,15.905,14.767733772,32.52,117.9,85.9,71.4093636,2306.0,142.6,153.9,103.4,984.0,243.45,84.72,419.4,3.511061901,23.24508944,150.5,104.935413554,37.83,136.05,9.612,310.8,379.2,8.551740285,0.4612,36.16,185.15,222.0,6.438,149.6,228.85,39.775,21.228422983,180.45,14.635,81.12,271.9,4344.824718,,45.23,0.8575,4.756,30.63,68.34,1067.0,925.8,264.8,31.01,267.27236858,62.0,21.07677806,54.050770725,10.0137,28.97,52.2157979,131.88,35.33,211.1415216,42.45,238.6,1092.0,260.4,78.1,59.65,31.2,28.18,1777.0,82.85,74.12,920.6,8.934,3426.0,444.8,83.64,200.6,403.4
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1,,,184.6,,,,346.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.5,,,,,,,,,,,,1023.5,,,,,,,,,,118.05,,,,,310.2,,,,,,,,,,,,1379.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.45,,,,,,,,,302.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14789.72102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.152038,,,,,226.525,440.3,,,,,,,,,501.4436622,,,,,,,,,,702.0,,,,,,,,,,,,,,,,,,,,,755.0,,,,,,,,630.0,,,,277.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2,,,,,,,,,,,,,203.0,
