Date,A.N,AAPL.OQ,ABBV.N,ABT.N,ACGL.OQ,ACN.N,ADBE.OQ,ADI.OQ,ADM.N,ADP.OQ,ADSK.OQ,AEE.N,AEP.OQ,AES.N,AFL.N,AIG.N,AIZ.N,AJG.N,AKAM.OQ,ALB.N,ALGN.OQ,ALL.N,ALLE.N,AMAT.OQ,AMCR.N,AMD.OQ,AME.N,AMGN.OQ,AMP.N,AMT.N,AMZN.OQ,ANET.N,AON.N,AOS.N,APA.OQ,APD.N,APH.N,APO.N,APTV.N,ARE.N,ARES.N,ATO.N,AVB.N,AVGO.OQ,AWK.N,AXON.OQ,AXP.N,AZO.N,BA.N,BAC.N,BALL.N,BAX.N,BBY.N,BDX.N,BEN.N,BFb.N,BG.N,BIIB.OQ,BK.N,BKNG.OQ,BKR.OQ,BLDR.N,BLK.N,BMY.N,BR.N,BRKb.N,BRO.N,BSX.N,BX.N,BXP.N,C.N,CAG.N,CAH.N,CARR.N,CAT.N,CB.N,CBOE.Z,CBRE.N,CCI.N,CCL.N,CDW.OQ,CF.N,CFG.N,CHD.N,CHRW.OQ,CHTR.OQ,CI.N,CIEN.N,CINF.OQ,CL.N,CLX.N,CMCSA.OQ,CME.OQ,CMG.N,CMI.N,CMS.N,CNC.N,CNP.N,COF.N,COO.OQ,COP.N,COR.N,COST.OQ,CPAY.N,CPB.OQ,CPRT.OQ,CPT.N,CRH.N,CRL.N,CRM.N,CRWD.OQ,CSCO.OQ,CSGP.OQ,CSX.OQ,CTAS.OQ,CTRA.N,CTSH.OQ,CTVA.N,CVNA.N,CVS.N,CVX.N,D.N,DAL.N,DASH.OQ,DD.N,DDOG.OQ,DE.N,DECK.N,DELL.N,DG.N,DGX.N,DHI.N,DHR.N,DIS.N,DLR.N,DLTR.OQ,DOC.N,DOV.N,DOW.N,DPZ.OQ,DRI.N,DTE.N,DUK.N,DVA.N,DVN.N,DXCM.OQ,EA.OQ,EBAY.OQ,ECL.N,ED.N,EFX.N,EG.N,EIX.N,EL.N,ELV.N,EME.N,EMR.N,EOG.N,EPAM.N,EQIX.OQ,EQR.N,EQT.N,ERIE.OQ,ES.N,ESS.N,ETN.N,ETR.N,EVRG.OQ,EW.N,EXC.OQ,EXE.OQ,EXPD.N,EXPE.OQ,EXR.N,F.N,FANG.OQ,FAST.OQ,FCX.N,FDS.N,FDX.N,FE.N,FFIV.OQ,FICO.N,FIS.N,FISV.OQ,FITB.OQ,FIX.N,FOX.OQ,FOXA.OQ,FRT.N,FSLR.OQ,FTNT.OQ,FTV.N,GD.N,GDDY.N,GE.N,GEN.OQ,GILD.OQ,GIS.N,GL.N,GLW.N,GM.N,GNRC.N,GOOG.OQ,GOOGL.OQ,GPC.N,GPN.N,GRMN.N,GS.N,GWW.N,HAL.N,HAS.OQ,HBAN.OQ,HCA.N,HD.N,HIG.N,HII.N,HLT.N,HOLX.OQ,HON.OQ,HPE.N,HPQ.N,HRL.N,HSIC.OQ,HST.OQ,HSY.N,HUBB.N,HUM.N,HWM.N,IBKR.OQ,IBM.N,ICE.N,IDXX.OQ,IEX.N,IFF.N,INCY.OQ,INTC.OQ,INTU.OQ,INVH.N,IP.N,IQV.N,IR.N,IRM.N,ISRG.OQ,IT.N,ITW.N,IVZ.N,J.N,JBHT.OQ,JBL.N,JCI.N,JKHY.OQ,JNJ.N,JPM.N,KDP.OQ,KEY.N,KEYS.N,KHC.OQ,KIM.N,KKR.N,KLAC.OQ,KMB.OQ,KMI.N,KO.N,KR.N,L.N,LDOS.N,LEN.N,LH.N,LHX.N,LII.N,LIN.OQ,LLY.N,LMT.N,LNT.OQ,LOW.N,LRCX.OQ,LULU.OQ,LUV.N,LVS.N,LW.N,LYB.N,LYV.N,MA.N,MAA.N,MAR.OQ,MAS.N,MCD.N,MCHP.OQ,MCK.N,MCO.N,MDLZ.OQ,MDT.N,MET.N,META.OQ,MGM.N,MKC.N,MLM.N,MMM.N,MNST.OQ,MO.N,MOH.N,MOS.N,MPC.N,MPWR.OQ,MRK.N,MRNA.OQ,MRSH.N,MS.N,MSCI.N,MSFT.OQ,MSI.N,MTB.N,MTCH.OQ,MTD.N,MU.OQ,NCLH.N,NDAQ.OQ,NDSN.OQ,NEE.N,NEM.N,NFLX.OQ,NI.N,NKE.N,NOC.N,NOW.N,NRG.N,NSC.N,NTAP.OQ,NTRS.OQ,NUE.N,NVDA.OQ,NVR.N,NWS.OQ,NWSA.OQ,NXPI.OQ,O.N,ODFL.OQ,OKE.N,OMC.N,ON.OQ,ORCL.N,ORLY.OQ,OTIS.N,OXY.N,PANW.OQ,PAYC.N,PAYX.OQ,PCAR.OQ,PCG.N,PEG.N,PEP.OQ,PFE.N,PFG.OQ,PG.N,PGR.N,PH.N,PHM.N,PKG.N,PLD.N,PLTR.OQ,PM.N,PNC.N,PNR.N,PNW.N,PODD.OQ,POOL.OQ,PPG.N,PPL.N,PRU.N,PSA.N,PSKY.OQ,PSX.N,PTC.OQ,PWR.N,PYPL.OQ,QCOM.OQ,RCL.N,REG.OQ,REGN.OQ,RF.N,RJF.N,RL.N,RMD.N,ROK.N,ROL.N,ROP.OQ,ROST.OQ,RSG.N,RTX.N,RVTY.N,SBAC.OQ,SBUX.OQ,SCHW.N,SHW.N,SJM.N,SLB.N,SMCI.OQ,SNPS.OQ,SO.N,SPGI.N,SRE.N,STE.N,STLD.OQ,STT.N,STX.OQ,STZ.N,SW.N,SWKS.OQ,SYF.N,SYK.N,SYY.N,T.N,TAP.N,TDG.N,TDY.N,TECH.OQ,TEL.N,TER.OQ,TFC.N,TGT.N,TJX.N,TKO.N,TMO.N,TMUS.OQ,TPL.N,TPR.N,TRGP.N,TRMB.OQ,TROW.OQ,TRV.N,TSCO.OQ,TSLA.OQ,TSN.N,TT.N,TTD.OQ,TTWO.OQ,TXN.OQ,TYL.N,UAL.OQ,UBER.N,UDR.N,UHS.N,ULTA.OQ,UNH.N,UNP.N,UPS.N,URI.N,USB.N,V.N,VICI.N,VLO.N,VMC.N,VRSK.OQ,VRSN.OQ,VRTX.OQ,VST.N,VTR.N,VTRS.OQ,VZ.N,WAB.N,WAT.N,WBD.OQ,WDAY.OQ,WDC.OQ,WEC.N,WELL.N,WFC.N,WM.N,WMB.N,WMT.OQ,WRB.N,WSM.N,WST.N,WTW.OQ,WY.N,WYNN.OQ,XEL.OQ,XOM.N,XYL.N,XYZ.N,YUM.N,ZBH.N,ZBRA.OQ,ZTS.N
2024-01-05,130.56,181.18,162.14,110.8,73.03855219,336.62,564.6,186.55,70.81,235.21,229.52,74.05,84.07,18.8,82.72,69.01,168.08,225.28,114.33,135.83,264.68,149.98,122.78,149.0,48.7,138.58,160.74,303.0,382.1,214.28,145.24,57.73,289.59,79.04,34.34,270.15,47.23,94.93,83.48,126.51,117.05,117.98,182.67,104.928,131.89,244.21,189.06,2550.93,249.0,34.43,57.39,39.16,75.83,242.09,28.88,55.09,98.02,257.88,52.39,3408.14,33.42,159.78,782.83,52.23,196.35,365.59,69.6,58.16,122.21,70.36,54.33,28.21,105.72,55.72,288.93,227.7,173.13,87.05,113.77,17.33,214.04,81.14,33.37,93.87,88.59,372.2,313.59,46.43,107.36,79.98,141.29,40.32120624,199.19,44.256,238.16,59.34,77.38,29.24,132.42,91.4825,116.53,211.36,656.01,280.76,43.61,46.55,98.19,66.87,223.89,251.12,247.46,50.09,81.34,34.62,144.315,25.66,72.84,47.33,46.87,81.42,150.4,49.04,40.54,94.81,32.07551581,115.99,395.96,108.71521743,75.84,135.76,141.98,148.63,230.29,90.9,130.83,136.29,19.63,147.49,54.82,400.03,162.08,110.65,98.54,107.24,45.94,123.98,135.61,42.79,195.25,93.52,237.02,371.41,72.57,137.3,480.03,212.45,95.47,120.38,288.85,788.39,60.7,38.71,329.81,62.07,243.58,234.86,51.97,53.7,72.85,36.31,79.2,128.52,146.32,158.08,11.68017765,155.95,30.99,41.41,456.58,246.81,38.13,171.45,1115.46,61.41,132.57,35.4,195.89,28.1,30.14,101.97,166.87,58.34,53.81946688,253.9,100.22,100.72018999,22.4,83.31,64.99,122.28,30.57,35.99,117.62,137.39,135.73,136.62,127.39,122.85,386.44,818.71,35.97,48.38,13.0,275.84,342.94,82.82,252.5,180.5,72.95,191.75884245,17.17,29.95,32.16,73.9,19.556764858,187.64,318.16,458.27,53.83,21.98,159.16,125.79,537.36,211.18,79.97,65.26,46.89,589.02,33.86,37.27,220.52,74.8,66.75,322.5,425.37,257.96,17.9,104.609867608,189.97,126.77,57.18,166.72,161.13,172.27,31.97,14.64,148.96,37.94,20.85,81.27,544.31,122.25,18.02,59.67,46.05,71.19,108.74,141.46459169,225.42,205.21,430.59,409.12,618.55,456.5,52.03,212.51,73.24,491.1,29.15,50.81,106.02,96.87,89.21,419.42,131.78,222.42,65.03,288.99,83.99,478.19,371.69,73.09,84.57,68.92,351.95,44.83,67.24,486.8,90.78938425,57.54,41.49,378.59,35.52,152.5,573.99,117.22,111.12,190.84,93.24,538.05,367.75,309.16,138.19,36.68,1132.29,83.45,17.8,55.67,249.73,62.08,40.34,47.406,27.04,102.08,469.89,135.232,51.73,229.02,85.07,83.47,170.57,49.097,6937.75,25.58,24.43,205.72,57.92,191.885,71.59,85.88,75.7,102.73,61.6936418,87.51,58.94,141.465,197.15,117.98,92.41488396,17.89,61.73,168.94,29.47,80.82,147.42,162.71,453.55,101.48,167.75,130.56,15.98,95.3,156.23,68.69,74.33,197.87,377.73,145.94,27.75,104.31,298.61,14.65,135.24,165.85,199.08,60.12,136.73,122.65,65.0,913.17,19.39,112.04,142.92,166.82,305.05,42.7,523.07,134.5,163.52,85.38,107.36,246.59,92.99,67.23,296.68,128.1,51.86,29.213,484.81,71.61,427.93,76.43,215.93,116.22,78.21,80.28,247.53,,103.27,38.82,295.33,75.65,17.47,61.51,867.256194229,435.47,71.09,132.35,102.77,37.6,140.75,91.71,78.63,531.23,163.37,170.45177579,37.33,85.79,50.77,106.17,193.07,43.782,237.49,54.92,240.56,67.64,158.21,165.1,400.82,41.76,57.58,37.82,153.7,471.12,537.38,239.91,158.72,541.39,43.81,259.69,31.68,129.0,221.62,233.7,196.91,416.5,38.59,48.68,11.98,40.2,125.49,305.07,11.2,265.8,37.8189812,86.24,88.52,49.92,177.77,35.55,52.23661443,47.620603374,98.065,339.48,238.87,33.53723048,95.65,63.73,102.63,112.15,66.96,128.34,119.98,252.69,194.85
2024-01-12,130.54,185.92,162.4,113.92,73.87534331,356.33,596.54,188.36,69.56,235.95,242.44,71.89,81.49,18.44,82.74,67.5,164.64,234.8,118.1,126.05,271.64,151.03,119.78,151.25,48.75,146.56,163.44,306.51,376.4,209.43,154.62,63.0075,300.24,81.11,32.54,264.13,48.25,95.41,80.88,126.25,118.09,115.79,182.54,110.768,132.21,250.69,182.04,2569.1,217.7,32.8,56.36,40.0,73.86,236.27,28.4,55.78,94.89,248.12,54.85,3502.4,31.52,167.39,799.6,50.31,202.6,363.62,74.48,59.94,119.34,69.96,52.62,28.95,105.79,56.14,290.41,227.55,180.68,85.26,112.71,16.96,219.14,77.19,31.64,97.65,86.87,364.9,305.01,49.72,107.37,80.91,143.3,40.27436469,197.54,45.438,237.15,58.1,78.81,28.57,127.7,95.9425,111.7,219.43,683.24,283.99,43.42,47.57,99.22,68.67,211.49,271.93,283.35,50.34,83.4,34.86,148.25,25.57,77.97,46.11,42.78,76.56,147.27,47.33,38.47,104.13,31.59034697,123.0,386.51,117.78023556,79.31,134.64,135.3,153.92,225.24,90.35,137.08,135.76,20.84,147.14,53.37,411.3,157.13,108.85,98.46,109.1,42.77,125.0,137.92,41.21,198.92,91.62,243.76,370.43,71.36,134.81,475.12,218.98,94.87,116.05,307.73,815.02,62.16,37.82,341.44,56.88,249.08,242.11,51.565,53.85,74.03,36.07,82.87,126.66,148.61,152.32,11.29576674,153.84,31.76,40.94,466.56,248.57,38.37,176.15,1230.99,61.79,136.92,34.36,203.33,28.75,31.14,102.9,160.44,62.44,54.15094176,254.81,104.7,103.51154849,23.09,86.38,63.39,120.2,30.6,35.26,123.5,144.24,142.65,138.8,130.27,123.85,377.75,842.12,34.48,48.61,12.52,282.19,355.71,82.16,254.68,182.16,72.75,189.4693815,15.89,29.81,31.81,73.76,19.477867168,190.64,327.63,438.71,55.54,22.09,165.8,126.96,535.29,206.91,80.25,62.74,47.12,611.8,33.8,37.67,213.85,77.42,67.23,363.71,454.21,253.63,17.28,110.601505625,192.08,128.14,56.34,167.59,162.39,169.05,31.91,14.2,151.95,37.68,20.62,81.79,560.61,124.17,17.97,60.39,46.03,71.08,110.19,146.76455725,223.48,207.8,430.73,408.92,642.92,463.18,50.38,218.91,75.967,479.94,28.57,49.61,107.15,94.43,90.66,429.1,134.03,225.5,67.28,293.47,85.41,485.32,379.79,73.12,87.42,68.83,374.49,42.37,66.35,495.88,90.396429,59.05,41.34,380.48,32.78,157.46,578.76,118.63,105.95,195.94,89.7,545.46,388.47,316.31,133.08,36.88,1182.28,82.39,16.75,56.93,251.62,61.04,37.64,49.216,26.74,105.06,481.08,145.836,50.72,229.53,86.67,83.81,168.89,54.71,7208.9,25.34,24.24,209.11,58.9,194.435,70.65,88.76,73.47,106.6,63.53765102,86.21,58.06,162.62,197.57,119.72,92.8691082,17.51,60.32,167.27,28.7,78.75,150.6,168.9,460.32,104.91,166.16,131.55,16.76,95.27,148.92,70.77,71.25,200.5,381.82,145.55,27.08,103.23,295.03,13.33,132.87,172.17,202.46,61.0,140.2,121.21,64.07,933.2,18.28,109.13,138.02,173.9,304.59,43.75,534.19,136.58,166.14,86.33,110.8,239.9,91.98,65.23,302.51,129.5,49.95,33.956,494.4,71.42,437.0,75.41,223.4,113.22,76.51,82.78,258.3,,102.48,36.73,312.9,75.75,16.48,63.2,915.306623768,440.46,72.17,131.93,104.81,36.74,140.91,95.03,77.12,544.32,162.54,167.818143788,36.34,83.82,51.26,110.49,195.56,44.714,218.89,54.87,246.15,66.96,161.68,164.87,429.0,39.78,63.2,38.59,158.59,482.08,521.51,237.71,158.31,559.18,42.15,264.17,31.1,131.5,223.96,236.77,204.18,433.4,39.22,49.11,11.68,38.56,128.02,307.96,10.65,283.24,37.78497812,82.79,91.93,47.4,181.4,34.92,53.77327956,46.627973799,101.98,346.77,248.4,33.48744243,94.11,61.31,99.95,111.73,66.48,129.13,123.07,248.87,198.94
2024-01-19,131.22,191.56,164.77,114.69,76.90871112,363.9,611.55,194.77,68.19,238.24,248.64,69.28,77.7,16.89,84.37,68.83,167.82,238.79,120.35,115.13,266.34,154.88,122.19,167.94,47.35,174.23,162.03,307.81,381.67,203.87,155.34,65.8775,311.58,81.21,30.37,260.64,48.805,98.94,79.0,123.35,116.43,113.08,180.43,121.12,125.3,256.79,183.17,2746.44,215.02,32.22,55.53,38.6,71.0,235.89,27.93,54.6,92.68,249.96,55.04,3616.51,30.7,172.51,805.44,50.11,204.89,366.99,74.83,60.94,119.08,68.33,51.52,28.62,105.48,55.88,285.28,237.32,185.38,85.51,107.97,17.33,226.46,74.99,32.59,96.93,86.25,371.1,302.06,52.51,111.29,80.38,142.22,40.61162385,202.05,46.692,229.21,56.44,74.15,27.77,127.98,96.875,107.87,218.28,694.97,282.86,43.15,48.7,98.74,69.86,212.03,280.88,290.54,51.27,82.33,34.55,149.7625,24.38,76.88,45.6,44.92,73.22,142.24,45.32,37.28,106.33,30.81658632,130.31,382.72,124.87524975,83.19,132.22,132.57,155.3,231.05,93.06,137.34,130.48,19.75,148.09,52.81,426.77,159.24,104.52,95.56,104.76,40.97,127.29,137.72,41.13,199.87,89.86,245.34,373.84,68.29,125.83,464.61,218.88,94.91,110.17,300.02,802.69,60.56,35.33,340.04,53.41,240.85,244.6,49.54,50.44,74.31,35.04,75.94,127.43,148.57,146.76,11.0394928,151.06,34.67,38.77,463.45,246.53,37.01,180.09,1260.21,59.86,139.02,34.21,204.7,28.73,31.03,100.62,145.92,60.9,54.44474904,249.34,108.04,103.52749911,23.48,87.29,63.15,121.81,30.44,35.51,116.82,147.97,146.38,142.09,129.46,125.48,382.2,864.0,33.97,48.26,12.72,287.77,362.41,85.02,256.23,187.38,73.52,189.1678887,15.37,29.12,30.64,74.04,19.684973604,190.46,329.62,401.53,55.74,22.4475,171.48,126.45,523.82,207.04,79.52,61.49,48.15,622.18,33.68,36.74,215.39,78.88,66.87,374.82,464.88,255.51,17.09,109.312270411,198.72,124.59,54.19,166.39,161.68,170.31,31.89,13.94,153.63,37.08,20.16,84.19,612.99,122.77,17.2,59.83,45.94,72.2,109.88,146.82258607,226.15,204.82,444.05,407.38,628.58,457.76,48.87,220.01,82.632,484.02,29.99,48.85,109.24,93.39,91.18,436.78,135.24,233.67,68.06,300.53,89.44,484.6,386.84,72.85,86.49,68.89,383.45,43.0,65.03,505.48,90.095442,57.18,40.33,365.51,32.1,152.98,631.33,118.89,99.7,199.1,85.34,553.93,398.67,326.28,139.39,36.06,1200.0,87.51,17.76,57.85,253.42,57.26,34.58,48.295,25.6,101.78,470.48,149.822,52.52,234.05,87.81,81.14,166.79,59.491,7207.99,25.01,24.03,218.36,56.52,193.615,70.04,87.88,73.87,109.67,68.5403427,87.78,56.42,168.87,193.59,122.09,95.05135944,16.9,58.55,165.78,28.28,78.32,147.57,170.14,470.37,106.07,164.38,128.44,16.78,92.32,150.79,71.36,69.63,204.46,386.84,141.39,26.01,103.44,291.92,13.4,129.09,174.7,202.43,65.82,151.96,127.0,62.73,933.4,18.62,111.52,138.09,172.54,303.45,44.13,548.49,137.63,168.68,85.53,106.43,230.88,93.86,63.78,304.02,129.2,49.64,42.336,517.31,68.95,441.95,72.88,221.43,112.86,75.86,85.42,253.95,,106.04,36.91,315.05,75.21,16.67,62.49,936.841582046,435.63,70.32,132.54,108.72,37.47,138.14,95.5,77.55,551.75,165.16,163.044069296,36.64,82.49,50.01,109.5,211.67,46.212,212.19,53.1,248.92,66.85,163.1,173.65,430.33,38.82,65.11,37.61,157.81,472.57,503.56,239.27,156.89,572.03,42.01,270.9,30.56,128.16,226.08,240.12,205.37,435.02,40.17,48.05,11.4,39.33,128.01,312.45,10.35,289.99,41.38552648,80.03,89.85,48.12,184.45,33.86,54.12661254,48.235393305,103.21,342.74,250.76,32.71074885,94.23,59.48,96.95,111.87,65.85,132.3,123.36,249.09,188.38
2024-01-26,130.99,192.42,164.4,112.01,75.9768301,371.07,613.93,193.93,52.05,236.1,253.07,69.51,77.84,17.15,85.31,69.53,170.68,233.03,123.06,119.84,264.28,158.37,124.87,166.9,47.7,177.25,163.52,311.77,391.4,197.29,159.12,66.1,301.9,80.92,32.11,261.9,50.355,100.31,86.04,124.35,121.15,113.7,177.5,120.488,123.16,251.36,201.43,2780.24,205.47,33.43,57.24,38.79,74.82,236.65,27.59,56.69,88.3,244.82,55.33,3519.6,30.48,169.52,787.3,49.7,207.88,385.4,76.88,61.13,124.57,71.2,53.67,29.62,105.7,55.51,299.43,241.24,186.43,86.27,108.6,15.83,229.69,77.49,33.59,99.12,87.39,377.07,297.82,51.42,112.21,82.83,144.68,43.33780206,206.78,46.525,240.63,56.39,73.77,27.57,138.72,93.16,112.23,217.68,686.88,294.01,44.5,48.06,95.75,69.95,220.28,279.94,290.31,52.14,85.09,35.39,149.4525,25.29,77.28,45.86,41.8,73.0,149.14,45.56,39.63,108.24,27.04816283,123.95,393.62,127.96525593,84.22,133.45,130.44,140.5,233.0,95.36,143.2,132.73,19.42,149.94,54.06,419.12,160.99,103.59,95.87,107.17,42.62,121.96,139.42,42.69,198.49,90.02,246.12,379.75,67.5,130.8,483.8,224.21,95.06,115.54,288.36,810.98,59.16,35.88,345.23,55.12,236.41,245.89,49.655,49.76,73.24,35.01,77.51,129.93,151.93,147.47,11.22676991,156.24,34.2,39.59,470.67,251.55,36.38,183.63,1196.36,63.51,141.34,34.86,207.35,29.74,32.22,103.6,147.83,66.12,55.72544744,265.07,107.75,104.62809189,23.77,79.52,64.51,123.76,30.86,35.18,114.69,153.79,152.185,142.63,133.9,124.74,377.79,883.24,37.53,51.11,13.05,283.43,355.3,86.81,255.65,192.63,74.41,190.128897,15.84,30.0,30.99,74.2,19.428556112,190.21,328.98,361.23,55.43,22.935,187.42,127.26,524.98,209.15,82.26,60.64,43.65,641.36,33.25,37.57,216.09,79.3,67.56,374.76,460.83,262.41,16.21,113.378319934,206.42,123.22,56.59,169.57,159.5,172.28,31.98,14.67,155.93,37.21,20.54,86.75,599.37,121.17,17.44,59.37,46.3,72.78,111.55,143.50527186,224.92,209.21,444.25,404.04,639.25,429.91,48.85,211.98,83.904,478.03,30.09,50.03,104.19,95.43,89.29,438.53,130.84,241.6,67.25,292.26,86.92,485.27,389.29,75.14,86.54,70.88,394.14,43.65,69.08,501.6,80.25483925,55.44,40.2,353.61,32.23,160.52,601.14,120.82,101.81,192.99,87.73,549.29,403.93,326.1,141.52,37.96,1217.47,88.05,17.22,58.62,252.2,58.48,34.21,57.042,25.82,102.75,437.96,153.888,54.25,234.26,88.06,81.6,175.1,61.031,7035.81,25.75,24.74,215.12,54.97,196.335,70.44,90.89,71.71,114.64,68.16767417,88.63,58.4,171.22,193.81,120.94,100.48230144,16.99,57.67,167.86,27.47,80.51,156.14,179.42,471.59,105.12,171.96,126.87,16.35,90.85,151.6,72.44,71.37,195.46,377.39,143.04,25.89,106.22,289.88,13.8,140.22,180.65,196.3,61.78,150.72,123.46,63.6,940.05,19.15,113.22,144.1,190.15,303.0,43.23,549.68,141.76,171.29,90.41,110.0,227.91,92.8,64.04,301.85,131.69,52.92,47.415,528.13,69.11,446.6,70.91,216.09,116.0,75.11,90.44,249.5,,104.59,39.54,311.36,75.15,17.29,62.74,959.307063211,418.96,72.63,144.48,105.46,37.84,142.53,96.38,86.54,547.33,162.16,163.156954896,38.97,86.81,50.98,110.09,211.43,45.524,183.25,54.99,251.51,68.01,167.39,164.09,430.62,42.55,65.52,36.69,157.57,493.59,503.2,240.39,159.3,630.75,42.64,267.94,30.4,137.91,222.36,244.15,203.11,430.17,40.78,47.4,11.93,42.4,129.98,316.12,10.62,288.63,43.99998552,79.87,87.39,50.32,185.81,34.87,54.75661191,52.173891298,104.275,361.36,249.48,32.96964671,96.73,59.39,103.0,112.39,64.97,129.09,121.69,252.17,191.52
2024-02-02,132.97,185.85,168.67,112.11,79.2098867,372.95,634.76,192.1,55.69,248.81,256.45,69.41,78.63,17.02,76.82,69.63,166.86,232.74,124.41,114.25,273.9,157.37,127.63,168.18,46.95,177.66,167.44,323.19,390.69,193.51,171.81,68.275,292.4,78.33,30.24,258.17,51.73,103.13,83.5,121.46,126.14,113.77,175.06,122.434,123.36,256.99,206.41,2821.89,209.38,33.47,59.48,38.98,75.69,237.19,26.91,56.8,90.47,243.72,55.63,3561.39,28.99,180.75,788.0,48.71,201.74,390.75,77.69,64.37,124.36,63.69,55.54,29.46,103.46,56.78,315.09,246.69,182.78,85.0,108.32,16.44,232.66,76.52,32.06,99.37,74.13,319.21,323.84,54.62,112.22,84.62,156.36,42.24170979,206.55,49.6456,244.65,57.77,75.41,27.95,136.48,94.0725,110.63,234.99,709.48,295.95,44.82,50.03,96.57,73.23,218.17,285.66,303.57,50.18,83.94,36.53,154.825,24.55,77.89,53.04,43.45,73.09,152.24,45.64,39.98,109.5,26.08200764,134.31,392.6,147.01029402,86.32,136.16,125.0,146.89,246.33,97.13,144.49,138.71,18.31,158.75,53.42,422.06,166.52,105.08,96.22,111.21,41.3,120.96,136.64,41.94,199.33,91.1,249.9,381.34,66.87,134.12,495.12,235.21,93.98,110.85,290.32,843.47,60.17,35.04,347.39,55.2,236.02,270.1,50.295,50.7,86.09,34.35,76.59,124.33,151.05,143.53,11.96602166,150.22,35.325,40.1,486.77,242.36,36.79,185.23,1255.3,62.29,144.9,33.85,231.29,29.56,31.8,101.97,141.82,66.44,62.54328304,265.27,107.67,108.89488274,21.23,76.96,64.8,120.86,32.25,38.91,116.14,143.54,142.38,142.38,136.5,120.41,387.86,972.54,34.77,50.07,12.59,309.42,357.23,90.32,268.5,195.01,72.44,184.76797815,15.41,28.68,30.6,76.14,19.142551986,197.66,354.03,378.87,57.72,24.0325,185.79,128.7,527.14,220.72,81.27,58.35,42.6,639.58,33.02,33.46,210.75,83.74,69.12,383.77,469.89,256.06,15.83,114.295660375,208.49,131.22,54.45,165.64,156.61,174.73,31.65,14.37,155.7,37.65,20.18,89.52,604.32,122.26,16.96,60.54,46.14,73.04,110.93,148.95030947,221.54,207.0,419.98,407.09,667.65,425.97,48.8,219.49,83.87,462.4,30.37,50.48,106.1,92.86,88.2,460.58,128.0,245.12,68.67,297.05,84.29,504.45,399.6,76.87,87.63,65.95,474.99,44.88,67.68,519.91,79.31843525,55.35,41.36,354.88,30.86,166.33,635.86,126.41,97.5,193.36,87.27,593.06,411.22,327.62,133.49,37.42,1210.11,86.48,17.74,56.65,256.7,58.15,34.41,56.464,25.6,100.71,446.58,156.26,54.73,251.08,87.84,80.38,183.39,66.16,7319.98,25.7,24.7,214.99,54.19,204.345,68.29,89.96,70.83,115.79,69.82101577,90.97,57.04,172.53,194.99,121.77,101.82522528,16.65,58.2,170.97,26.93,78.02,158.09,180.69,510.36,105.97,161.37,129.25,17.02,92.99,148.13,73.83,68.7,194.02,373.85,140.09,26.05,103.21,280.56,14.43,145.47,178.73,204.5,62.42,141.69,123.44,62.6,945.18,18.3,112.43,147.77,191.86,268.01,44.02,549.62,143.68,173.66,91.98,105.62,224.71,92.99,62.94,309.99,132.7,49.0,57.963,552.05,68.65,454.05,71.34,222.19,120.16,73.43,87.52,250.59,,101.16,38.95,342.05,81.48,17.83,62.07,995.889905915,432.74,65.98,142.82,96.37,36.79,145.49,97.51,85.09,551.82,161.78,157.616792693,40.01,85.98,52.59,109.74,214.82,46.588,187.91,56.36,276.78,70.0,167.0,159.2,430.86,41.37,68.07,36.31,162.73,505.33,510.23,248.33,141.85,654.2,40.84,277.18,30.55,137.85,234.44,247.78,199.6,424.68,44.55,46.36,11.85,42.13,134.26,320.74,10.25,294.74,43.94709184,79.86,87.93,49.16,188.21,34.8,56.52327681,51.789647591,100.17,381.02,250.45,32.7605369,96.97,59.82,101.97,115.42,67.88,128.75,126.32,246.48,189.04
